6.07847        -0.01516
6.10996        -0.01237
6.14146        -0.00975
6.17295        -0.00731
6.20445        -0.00502
6.23594        -0.00290
6.26744        -0.00093
6.29893        0.00089
6.33043        0.00258
6.36192        0.00412
6.39342        0.00554
6.42491        0.00683
6.45641        0.00800
6.48790        0.00906
6.51940        0.01001
6.55089        0.01086
6.58238        0.01161
6.61388        0.01227
6.64537        0.01284
6.67687        0.01333
6.70836        0.01374
6.73986        0.01408
6.77135        0.01436
6.80285        0.01456
6.83434        0.01471
6.86584        0.01481
6.89733        0.01485
6.92883        0.01484
6.96032        0.01479
6.99182        0.01471
7.02331        0.01458
7.05480        0.01442
7.08630        0.01423
7.11779        0.01402
7.14929        0.01378
7.18078        0.01352
7.21228        0.01324
7.24377        0.01294
7.27527        0.01263
7.30676        0.01230
7.33826        0.01197
7.36975        0.01162
7.40125        0.01127
7.43274        0.01092
7.46424        0.01056
7.49573        0.01020
7.52722        0.00984
7.55872        0.00948
7.59021        0.00912
7.62171        0.00876
7.65320        0.00841
7.68470        0.00806
7.71619        0.00771
7.74769        0.00737
7.77918        0.00704
7.81068        0.00672
7.84217        0.00640
7.87367        0.00609
7.90516        0.00579
7.93666        0.00550
7.96815        0.00521
7.99964        0.00493
8.03114        0.00467
8.06263        0.00441
8.09413        0.00416
8.12562        0.00392
8.15712        0.00369
8.18861        0.00347
8.22011        0.00326
8.25160        0.00305
8.28310        0.00286
8.31459        0.00267
8.34609        0.00250
8.37758        0.00233
8.40908        0.00216
8.44057        0.00201
8.47206        0.00187
8.50356        0.00173
8.53505        0.00160
8.56655        0.00148
8.59804        0.00136
8.62954        0.00125
8.66103        0.00115
8.69253        0.00105
8.72402        0.00096
8.75552        0.00087
8.78701        0.00079
8.81851        0.00072
8.85000        0.00065
8.88150        0.00058
8.91299        0.00052
8.94448        0.00046
8.97598        0.00041
9.00747        0.00036
9.03897        0.00032
9.07046        0.00028
9.10196        0.00024
9.13345        0.00021
9.16495        0.00017
9.19644        0.00014
9.22794        0.00012
9.25943        0.00009
9.29093        0.00007
9.32242        0.00005
9.35391        0.00003
9.38541        0.00002
9.41690        0.00000
9.44840        -0.00001
9.47989        -0.00002
9.51139        -0.00003
9.54288        -0.00004
9.57438        -0.00005
9.60587        -0.00005
9.63737        -0.00006
9.66886        -0.00006
9.70036        -0.00007
9.73185        -0.00007
9.76335        -0.00007
9.79484        -0.00007
9.82633        -0.00008
9.85783        -0.00008
9.88932        -0.00008
9.92082        -0.00008
9.95231        -0.00008
9.98381        -0.00007
10.01530        -0.00007
10.04680        -0.00007
10.07829        -0.00007
10.10979        -0.00007
10.14128        -0.00007
10.17278        -0.00007
10.20427        -0.00006
10.23577        -0.00006
10.26726        -0.00006
10.29875        -0.00006
10.33025        -0.00005
10.36174        -0.00005
10.39324        -0.00005
10.42473        -0.00005
10.45623        -0.00005
10.48772        -0.00004
10.51922        -0.00004
10.55071        -0.00004
10.58221        -0.00004
10.61370        -0.00004
10.64520        -0.00003
10.67669        -0.00003
10.70819        -0.00003
10.73968        -0.00003
10.77117        -0.00003
10.80267        -0.00003
10.83416        -0.00002
10.86566        -0.00002
10.89715        -0.00002
10.92865        -0.00002
10.96014        -0.00002
10.99164        -0.00002
11.02313        -0.00002
11.05463        -0.00001
11.08612        -0.00001
11.11762        -0.00001
11.14911        -0.00001
11.18061        -0.00001
11.21210        -0.00001
11.24359        -0.00001
11.27509        -0.00001
11.30658        -0.00001
11.33808        -0.00001
11.36957        -0.00001
11.40107        -0.00001
11.43256        -0.00001
11.46406        -0.00001
11.49555        -0.00000
11.52705        -0.00000
11.55854        -0.00000
11.59004        -0.00000
11.62153        -0.00000
11.65303        -0.00000
11.68452        -0.00000
11.71601        -0.00000
11.74751        -0.00000
11.77900        -0.00000
11.81050        -0.00000
11.84199        -0.00000
11.87349        -0.00000
11.90498        -0.00000
11.93648        -0.00000
11.96797        -0.00000
11.99947        -0.00000
12.03096        -0.00000
12.06246        -0.00000
12.09395        -0.00000
12.12545        -0.00000
12.15694        -0.00000
12.18843        -0.00000
12.21993        -0.00000
12.25142        -0.00000
12.28292        -0.00000
12.31441        -0.00000
12.34591        -0.00000
12.37740        -0.00000
12.40890        -0.00000
12.44039        -0.00000
12.47189        -0.00000
12.50338        -0.00000
12.53488        -0.00000
12.56637        -0.00000
